published_date,notice_number,council,trade_name,suburb,address,postcode,date_alleged_offence,offence_code,offence_description,offence_circumstances,party_served_company,party_served_given_name,party_served_surname,penalty_amount,penalty_issued_by,penalty_date_served,updated_date,scrape_timestamp_utc,date_removed_from_website
2024-08-06,3120330429,BLACKTOWN,GREENWAY KEBAB AND PIZZA,COLEBEE,"SHOP 2, 99 ALDERTON DRIVE",2761,2024-03-25,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",ZINCIR PTY LTD,,,880,Blacktown City Council,2024-04-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330438,BLACKTOWN,GREENWAY KEBAB AND PIZZA,COLEBEE,"SHOP 2, 99 ALDERTON DRIVE",2761,2024-03-25,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination",ZINCIR PTY LTD,,,880,Blacktown City Council,2024-04-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120331830,BLACKTOWN,EASTERN PALACE CHINESE RESTAURANT,DOONSIDE,12 HILL END ROAD,2767,2024-05-01,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,THE EASTERN PALACE CHINESE RESTAURANT PTY LTD,,,880,Blacktown City Council,2024-06-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120331776,BLACKTOWN,SIR MANONG,EASTERN CREEK,159 ROOTY HILL ROAD SOUTH,2766,2024-04-29,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",CUCINA PTY LTD,,,880,Blacktown City Council,2024-05-30,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120329970,BLACKTOWN,FRESH FRUIT SUPERMARKET,MOUNT DRUITT,49 NORTH PARADE,2770,2023-12-13,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,MOUNT DRUITT FRUIT MARKET PTY LTD,,,880,Blacktown City Council,2024-04-03,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120331711,BLACKTOWN,MEGABITES PIZZA AND KEBAB,MOUNT DRUITT,35 MOUNT DRUITT ROAD,2770,2024-04-10,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap and single use towels,MEGABITES PIZZA PTY LTD,,,880,Blacktown City Council,2024-04-24,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120331510,BLACKTOWN,SAWMILLER RESTAURANT,QUAKERS HILL,7 NIRIMBA DRIVE,2763,2024-03-22,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,LEWIS HOTEL (QUAKERS INN) PTY LTD,,,880,Blacktown City Council,2024-04-10,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120331529,BLACKTOWN,SAWMILLER RESTAURANT,QUAKERS HILL,7 NIRIMBA DRIVE,2763,2024-03-22,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",LEWIS HOTEL (QUAKERS INN) PTY LTD,,,880,Blacktown City Council,2024-04-10,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330474,BLACKTOWN,MITHAI JUNCTION,RIVERSTONE,15 GARFIELD ROAD EAST,2765,2024-01-02,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",MITHAI JUNCTION RIVERSTONE PTY LTD,,,880,Blacktown City Council,2024-04-04,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120329722,BLACKTOWN,AKIRA SUSHI SEVEN HILLS,SEVEN HILLS,224 PROSPECT HIGHWAY,2147,2024-01-02,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,SJ FINE DINING PTY LTD,,,880,Blacktown City Council,2024-02-19,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330245,BLACKTOWN,DESI HATTI GROCERY AND KIOSK,STANHOPE GARDENS,"SHOP 72, 2 SENTRY DRIVE",2768,2024-03-19,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",,NAVJOT,KAUR GHUMAN,440,Blacktown City Council,2024-03-28,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330254,BLACKTOWN,DESI HATTI GROCERY AND KIOSK,STANHOPE GARDENS,"SHOP 72, 2 SENTRY DRIVE",2768,2024-03-19,11338,Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,,NAVJOT,KAUR GHUMAN,440,Blacktown City Council,2024-03-28,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330281,BLACKTOWN,HAVELI,STANHOPE GARDENS,"SHOP 35A-36A, 2 SENTRY DRIVE",2768,2024-03-20,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,RR TAMBER PTY LTD,,,880,Blacktown City Council,2024-03-28,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330290,BLACKTOWN,HAVELI,STANHOPE GARDENS,"SHOP 35A-36A, 2 SENTRY DRIVE",2768,2024-03-20,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",RR TAMBER PTY LTD,,,880,Blacktown City Council,2024-03-28,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120329989,BLACKTOWN,LILY S CHICKEN SHOP,STANHOPE GARDENS,2 SENTRY DRIVE,2768,2024-02-14,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",EVERGREEN MEAT FOOD PTY LTD,,,880,Blacktown City Council,2024-04-03,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120329998,BLACKTOWN,LILY S CHICKEN SHOP,STANHOPE GARDENS,2 SENTRY DRIVE,2768,2024-02-14,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,EVERGREEN MEAT FOOD PTY LTD,,,880,Blacktown City Council,2024-04-03,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3120330236,BLACKTOWN,LEAF CAFE,THE PONDS,33 RIVERBANK DRIVE,2769,2024-03-20,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,LEAF CAFE THE PONDS PTY LTD,,,880,Blacktown City Council,2024-03-28,2024-08-06,2024-08-06 07:27:18,2024-10-01
2024-08-06,3181150327,BLUE MOUNTAINS,MOUNTAIN FISH,GLENBROOK,31 ROSS STREET,2773,2024-03-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap and single use towels,MOUNTAIN FISH PTY LTD,,,880,Blue Mountains City Council,2024-03-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946901,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946910,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises - Fail to maintain at or near each hand washing facility a supply of soap and single use towels,,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946920,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,185E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946939,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946948,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - Previous warning given",,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946957,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - Previous warning given,,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946966,BURWOOD,SYDNEY DUMPLING KING,BURWOOD,183E BURWOOD ROAD,2134,2024-01-30,11338,Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,,XIANGZHENG,WANG,440,Burwood Council,2024-05-14,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946654,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946663,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946672,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946681,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946700,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,Fail to have facilities for the storage of garbage and recyclable matter that enclose it to keep pests and animals away from it,TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3270946719,BURWOOD,GOOD LUCK CHINESE RESTAURANT,ENFIELD,180-182 LIVERPOOL ROAD,2136,2024-03-05,11339,Fail to comply with Food Standards Code - Corporation,"Fail to ensure walls & ceilings are sealed to prevent the entry of dirt, dust & pests, - unable to absorb grease, food particles & water, & able to be easily effectively cleaned",TASTY BEIJING PTY LTD,,,880,Burwood Council,2024-05-02,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3271329270,CITY OF CANADA BAY,PANDA AT,DRUMMOYNE,"SHOP 146B, 19 ROSEBY STREET",2047,2024-02-26,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given",PANDA AT PTY LTD,,,880,City of Canada Bay Council,2024-06-17,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3271329280,CITY OF CANADA BAY,PANDA AT,DRUMMOYNE,"SHOP 146B, 19 ROSEBY STREET",2047,2024-02-26,11339,Fail to comply with Food Standards Code - Corporation,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - Previous warnings given",PANDA AT PTY LTD,,,880,City of Canada Bay Council,2024-06-17,2024-08-06,2024-08-06 07:27:18,
2024-08-06,7250606514,CITY OF SYDNEY,METRO THAI,SYDNEY,"SHOP 12, 339A SUSSEX STREET",2000,2024-04-08,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given",NINJA FRUIT PTY LTD,,,880,The Council of the City of Sydney,2024-04-11,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3240410040,KIAMA,WOK EXPRESS 41,KIAMA,45 MANNING STREET,2533,2024-04-23,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - Previous warnings given,HOPE AND GAIN PTY LTD,,,880,Kiama Municipal Council,2024-05-23,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3164613358,KU-RING-GAI,CHARLOTTE CAFE,LINDFIELD,43 LINDFIELD AVENUE,2070,2024-04-16,11339,Fail to comply with Food Standards Code - Corporation,Fail to ensure the design and construction of the food premises is appropriate for the activities for which the premises are used - Previous warning given,J G HOLDINGS GROUP PTY LTD,,,880,Ku-ring-gai Council,2024-04-18,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3260651608,LISMORE,BYRON BAY OLIVE COMPANY,NORTH LISMORE,"LISMORE FARMERS MARKET, ALEXANDRA PARADE",2480,2024-02-24,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,DETOUR EN PROVENCE PTY LTD,,,880,Lismore City Council,2024-04-04,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3263612230,MOSMAN,CHARGRILL CHARLIES MOSMAN,MOSMAN,884 MILITARY ROAD,2088,2024-03-15,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - Previous warning given",CHARGRILL CHARLIES MOSMAN PTY LTD,,,880,Mosman Council,2024-03-18,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3254551897,NORTHERN BEACHES,FRESHIE MEX,FRESHWATER,"SHOP 3, 22-26 ALBERT STREET",2096,2024-02-07,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given,FRESHIE MEX PTY LTD,,,880,Northern Beaches Council,2024-04-26,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3254551906,NORTHERN BEACHES,FRESHIE MEX,FRESHWATER,"SHOP 3, 22-26 ALBERT STREET",,2024-02-07,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - Previous warnings given,FRESHIE MEX PTY LTD,,,880,Northern Beaches Council,2024-04-26,2024-08-06,2024-08-06 07:27:18,
2024-08-06,3254551731,NORTHERN BEACHES,RUBYS AT THE BEACH,MONA VALE,8/5 DARLEY STREET EAST,2103,2024-03-18,11339,Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - Previous warning given,NIRVAYA PTY LTD,,,880,Northern Beaches Council,2024-03-21,2024-08-06,2024-08-06 07:27:18,
2024-07-30,3120330171,BLACKTOWN,POTATO CORNER BLACKTOWN,BLACKTOWN,17 PATRICK STREET,2148,2024-03-07,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",,JAN LAURENCE,FLORES,440,Blacktown City Council,2024-03-07,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120331675,BLACKTOWN,MARAYONG COURT CHINESE RESTAURANT,MARAYONG,60 RAILWAY ROAD,2148,2024-03-28,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",,CANDY MEI ZHU,LIU,440,Blacktown City Council,2024-04-18,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120331702,BLACKTOWN,JJ FOOD BAR,MOUNT DRUITT,19 MOUNT DRUITT ROAD,2770,2024-04-10,11338,Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - Previous warning issued,,JAMES,CHU,440,Blacktown City Council,2024-04-24,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120331639,BLACKTOWN,RED LEA MOUNT DRUITT,MOUNT DRUITT,49 NORTH PARADE,2770,2024-04-02,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,PARIN AND KENIT PTY LTD,,,880,Blacktown City Council,2024-04-18,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120330300,BLACKTOWN,RED ROOSTER PARKLEA,PARKLEA,484 SUNNYHOLT DRIVE,2768,2024-03-22,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,SHREE SURYA VINAYAK BHUWAN PTY LTD,,,880,Blacktown City Council,2024-03-28,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120331684,BLACKTOWN,CHINESE SICHUAN TAKEAWAY RESTAURANT,PROSPECT,UNIT 9/3 ALDGATE STREET,2148,2024-03-28,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",,XIN,HUANG,440,Blacktown City Council,2024-04-24,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120331693,BLACKTOWN,CHINESE SICHUAN TAKEAWAY RESTAURANT,PROSPECT,UNIT 9/3 ALDGATE STREET,2148,2024-03-28,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",,HYARONG,DONG,440,Blacktown City Council,2024-04-24,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120330180,BLACKTOWN,BAKERS PATISSERIES QUAKERS HILL,QUAKERS HILL,216 FARNHAM ROAD,2763,2023-12-11,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain the premises and all fixtures, fittings and equipment to the required standard of cleanliness",TU AND SON PTY LTD,,,880,Blacktown City Council,2024-03-07,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3120330272,BLACKTOWN,WONDER SUSHI,THE PONDS,33 RIVERBANK DRIVE,2155,2024-03-20,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",,PEIJUN,ZHANG,440,Blacktown City Council,2024-03-28,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3270946856,BURWOOD,CHUNGKING,BURWOOD,158 BURWOOD ROAD,2134,2024-04-29,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises - Fail to take all practicable measures to eradicate and prevent the harbourage of pests,SICHUAN PTY LTD,,,880,Burwood Council,2024-05-09,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3270946627,BURWOOD,MARKET PLACE HEN LEE,BURWOOD,"1-7, 27-31 BELMORE STREET",2134,2024-04-15,11339,Fail to comply with Food Standards Code - Corporation,Sale of food labelled in contravention to Food Standards Code,JIN HENG FENG TRADING PTY LTD,,,880,Burwood Council,2024-04-17,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3270946562,BURWOOD,TOAST N GRIND (ALSO T/A MAYLALU STREET FOOD),STRATHFIELD,60-62 MOSELY STREET,2135,2024-02-27,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",MAYALU PTY LTD,,,880,Burwood Council,2024-03-20,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3257048594,CAMPBELLTOWN,DOPPIO ESPRESSO BAKERY,CAMPBELLTOWN,"SHOP C051A, 200 GILCHRIST DRIVE",2560,2024-02-28,11339,Fail to comply with Food Standards Code - Corporation,"Fail to ensure that food for disposal is held and kept separate until it is disposed, so that it cannot be used for human consumption - Previous warnings given",LEEBRO AND FAM PTY LTD,,,880,Campbelltown City Council,2024-02-29,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235234,CANTERBURY-BANKSTOWN,ALDI BANKSTOWN,BANKSTOWN,440-450 CHAPEL ROAD,2200,2024-04-18,11339,Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date - Previous warnings given,ALDI FOODS PTY LTD,,,880,Canterbury Bankstown Council,2024-04-18,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235198,CANTERBURY-BANKSTOWN,GLORIA JEANS,BANKSTOWN,ML083 1 NORTH TERRACE,2200,2024-03-08,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warnings given,AUWIN GROUP PTY LTD,,,880,Canterbury Bankstown Council,2024-03-12,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235207,CANTERBURY-BANKSTOWN,GLORIA JEANS,BANKSTOWN,ML083 1 NORTH TERRACE,2200,2024-03-08,11339,Fail to comply with Food Standards Code - Corporation,"Fail to ensure to the extent that is practicable, that walls and ceilings are unable to provide harbourage for pests - Previous warnings given",AUWIN GROUP PTY LTD,,,880,Canterbury Bankstown Council,2024-03-12,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235142,CANTERBURY-BANKSTOWN,FRUITOPIA BASS HILL,BASS HILL,227 MILLER ROAD,2197,2024-02-27,23085,Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises,FRUITOPIA COCKTAILS PTY LTD,,,660,Canterbury Bankstown Council,2024-03-08,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235326,CANTERBURY-BANKSTOWN,BEST KUNAFA (FOOD STALL),LAKEMBA,143 HALDON STREET,2195,2024-03-24,11338,Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - Previous warnings given",,TAWFIK,SMEISEM,440,Canterbury Bankstown Council,2024-04-24,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235050,CANTERBURY-BANKSTOWN,GHOROA KITCHEN,LAKEMBA,38A HALDON STREET,2195,2024-02-29,11339,Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Previous warnings given",AKTHER AKRAM PTY LTD,,,880,Canterbury Bankstown Council,2024-03-01,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235170,CANTERBURY-BANKSTOWN,THE DHANSHIRI RESTORIA,LAKEMBA,51 RAILWAY PARADE,2195,2024-03-10,11339,Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,AL ARAFA PTY LTD,,,880,Canterbury Bankstown Council,2024-03-11,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235189,CANTERBURY-BANKSTOWN,THE DHANSHIRI RESTORIA,LAKEMBA,51 RAILWAY PARADE,2195,2024-03-10,11359,Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,AL ARAFA PTY LTD,,,1540,Canterbury Bankstown Council,2024-03-11,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3265235041,CANTERBURY-BANKSTOWN,ZAM ZAM RESTAURANT AND SWEETS,LAKEMBA,41 HALDON STREET,2195,2024-02-22,11339,Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - Previous warning given,HOT AND SPICY GROUP PTY LTD,,,880,Canterbury Bankstown Council,2024-02-23,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3161229666,CENTRAL COAST,(NO TRADING NAME),PEATS RIDGE,1483 PEATS RIDGE ROAD,2250,2023-06-08,11315,Carry on food business/activity without a licence - Individual,Fail to hold the required licence to carry on a food business or activity,,IAN,SLADE,660,NSW Food Authority,2024-01-22,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3239309031,CESSNOCK,KURRI CURRY KEBABS,KURRI KURRI,133 LANG STREET,2327,2024-02-20,11338,Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,,AKHLAQ,AHMAD,440,Cessnock City Council,2024-02-29,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3239309050,CESSNOCK,KURRI CURRY KEBABS,KURRI KURRI,133 LANG STREET,2327,2024-02-20,11338,Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,,AKHLAQ,AHMAD,440,Cessnock City Council,2024-02-29,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3271242462,CITY OF CANADA BAY,BELLA PUGLIA,FIVE DOCK,106 GREAT NORTH ROAD,2046,2023-08-20,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated - Previous warnings given",BELLA PUGLIA NSW PTY LTD,,,880,City of Canada Bay Council,2024-03-22,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3271272658,CITY OF CANADA BAY,FARMERS FRESH RHODES,RHODES,RIDER BOULEVARD,,2024-02-15,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - Previous warnings given,FARMERS FRESH RHODES PTY LTD,,,880,City of Canada Bay Council,2024-04-19,2024-07-30,2024-07-30 07:42:47,
2024-07-30,7250601775,CITY OF SYDNEY,WUDO,CHIPPENDALE,"SHOP 4, 87-97 REGENT STREET",2008,2024-03-21,11359,Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,WUDU PTY LTD,,,1540,The Council of the City of Sydney,2024-03-28,2024-07-30,2024-07-30 07:42:47,
2024-07-30,7250608512,CITY OF SYDNEY,SUPERBOWL CHINESE RESTAURANT,HAYMARKET,39-45 DIXON STREET,2000,2024-04-22,11339,Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,FORTUNE TEAPOT PTY LTD,,,880,The Council of the City of Sydney,2024-05-21,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3258370978,CUMBERLAND,AGHA JUICE,MERRYLANDS,2 MEMORIAL AVENUE,2160,2024-05-09,11339,Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",AGHA JUICE PTY LTD,,,880,Cumberland City Council,2024-05-20,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3240453664,FEDERATION,MULWALA FOODWORKS,MULWALA,51 MELBOURNE STREET,2647,2024-02-09,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food - Previous warnings given,GUJUN INVESTMENT PTY LTD,,,880,Federation Council,2024-02-22,2024-07-30,2024-07-30 07:42:47,
2024-07-30,7681576834,HORNSBY,SULTANS PIDE AND KEBAB HOUSE,WAITARA,PACIFIC HIGHWAY,2077,2024-02-12,11338,Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - Fail to maintain the food premises to the required standard of cleanliness - Previous warnings given",,BIROL,KAYA,440,Hornsby Shire Council,2024-02-20,2024-07-30,2024-07-30 07:42:47,
2024-07-30,3248477275,INNER WEST,YIA YIAS DIVE BAR,MARRICKVILLE,160-164 LIVINGSTONE ROAD,2204,2024-03-11,11339,Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,LITTLE UNIVERSE PRODUCTIONS PTY LTD,,,880,Inner West Council,2024-03-13,2024-07-30,2024-07-30 07:42:47,
